,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,source_file,UIDENTSTLAE
126109,126110,5,5,15,0,2019,11,13,3,3,5,3,0,1,1,0,0,0,0,"403186,337584769350000","5759055,770971091500000",7.590551554000058,51.97374148600005,1,Unfallorte2019_LinRef.csv,
126110,126111,5,5,15,0,2019,11,9,3,3,0,2,0,1,1,0,0,0,0,"403124,867191882800000","5758122,015695219900000",7.589920428000028,51.96533792100007,0,Unfallorte2019_LinRef.csv,
126208,126209,5,5,15,0,2019,11,16,5,3,3,7,0,0,1,0,0,0,1,"406765,597140504980000","5758564,146085180300000",7.642777140000021,51.96993454400007,1,Unfallorte2019_LinRef.csv,
126210,126211,5,5,15,0,2019,11,18,5,3,4,6,2,0,1,0,0,0,0,"403966,671590481880000","5749162,191714959200000",7.604669368000032,51.88494950000006,1,Unfallorte2019_LinRef.csv,
126213,126214,5,5,15,0,2019,11,17,5,2,5,3,2,0,1,0,0,0,0,"404005,822327955630000","5758510,426721137000000",7.602630562000059,51.96898191100007,1,Unfallorte2019_LinRef.csv,
126215,126216,5,5,15,0,2019,11,16,5,3,5,2,1,1,0,0,0,0,1,"409097,491939974020000","5756974,709725223500000",7.67713357100007,51.95603398700007,0,Unfallorte2019_LinRef.csv,
126218,126219,5,5,15,0,2019,11,16,5,2,6,4,1,0,1,1,0,0,0,"402182,168334060350000","5757453,113944502500000",7.576393907000067,51.959160593000036,1,Unfallorte2019_LinRef.csv,
126220,126221,5,5,15,0,2019,11,12,5,3,3,1,0,0,1,0,0,0,1,"406766,175913097340000","5758563,430654598400000",7.64278575700007,51.96992821100008,0,Unfallorte2019_LinRef.csv,
126302,126303,5,5,15,0,2019,11,15,2,3,5,3,0,1,1,0,0,0,0,"411345,671000001020000","5752627,903000000900000",7.710961698000062,51.917324482000026,0,Unfallorte2019_LinRef.csv,
126303,126304,5,5,15,0,2019,11,7,2,3,5,3,0,1,1,0,0,0,0,"404211,457999999630000","5756332,520000001400000",7.606230315000062,51.949441583000066,0,Unfallorte2019_LinRef.csv,
126413,126414,5,5,15,0,2019,11,19,4,2,8,7,2,1,0,0,0,0,0,"410661,119305944070000","5753299,785724846600000",7.700836690000074,51.92325447400003,0,Unfallorte2019_LinRef.csv,
126479,126480,5,5,15,0,2019,11,19,1,3,5,2,2,1,1,0,0,0,0,"406039,407019293870000","5756774,218522641800000",7.632698831000027,51.95372357400004,0,Unfallorte2019_LinRef.csv,
126589,126590,5,5,15,0,2019,11,16,7,3,1,6,0,0,1,0,0,0,0,"405232,047302576710000","5756947,505821988000000",7.620906116000072,51.95514416100008,0,Unfallorte2019_LinRef.csv,
126590,126591,5,5,15,0,2019,11,15,7,3,2,6,0,0,1,0,0,0,0,"406225,982441577130000","5757578,193562265500000",7.635193565000066,51.96098157200004,0,Unfallorte2019_LinRef.csv,
126591,126592,5,5,15,0,2019,11,10,7,3,6,7,0,0,1,1,0,0,0,"405436,608000000940000","5751217,390999998900000",7.625456706000023,51.90367399400003,1,Unfallorte2019_LinRef.csv,
126592,126593,5,5,15,0,2019,11,9,7,3,2,1,0,0,1,0,0,0,0,"405150,935999999750000","5757192,524000000200000",7.619658486000049,51.95733265800004,0,Unfallorte2019_LinRef.csv,
126620,126621,5,5,15,0,2019,11,8,3,3,2,1,0,0,1,0,0,0,0,"400070,440424648110000","5761048,403555369000000",7.544624313000043,51.99109989300007,1,Unfallorte2019_LinRef.csv,
126622,126623,5,5,15,0,2019,11,19,3,2,6,2,2,0,0,1,0,0,1,"406036,879999999890000","5756775,975000001500000",7.632661589000065,51.95373893500005,0,Unfallorte2019_LinRef.csv,
126624,126625,5,5,15,0,2019,11,19,3,3,4,3,2,0,1,0,0,0,0,"404940,605058533140000","5756370,299883041500000",7.616825955000024,51.94990625600008,1,Unfallorte2019_LinRef.csv,
126626,126627,5,5,15,0,2019,11,7,3,3,8,7,0,0,1,0,0,0,0,"411669,230985273610000","5755366,690264005200000",7.714961944000038,51.94199432400006,1,Unfallorte2019_LinRef.csv,
126627,126628,5,5,15,0,2019,11,7,3,2,6,4,2,0,1,1,0,0,0,"402143,344121894800000","5749759,887333083900000",7.57801622900007,51.890004744000066,1,Unfallorte2019_LinRef.csv,
126788,126789,5,5,15,0,2019,11,9,2,3,4,2,0,1,1,0,0,0,0,"406039,870665002610000","5756773,896252367600000",7.632705664000071,51.95372075500006,1,Unfallorte2019_LinRef.csv,
126791,126792,5,5,15,0,2019,11,5,2,2,5,3,2,0,1,0,0,0,1,"404687,676100001670000","5759085,980000004200000",7.612393212000029,51.97427253400008,1,Unfallorte2019_LinRef.csv,
126792,126793,5,5,15,0,2019,11,7,2,3,6,2,2,0,1,1,0,0,0,"405032,109000001100000","5758076,655000004900000",7.617685278000067,51.96525929900008,1,Unfallorte2019_LinRef.csv,
126793,126794,5,5,15,0,2019,11,19,6,3,5,2,2,1,0,0,0,0,0,"405361,463201602920000","5755808,409505019000000",7.623102488000029,51.944927506000056,0,Unfallorte2019_LinRef.csv,
126794,126795,5,5,15,0,2019,11,8,2,3,5,3,0,1,1,0,0,0,0,"403942,273813805540000","5758261,947587255400000",7.601775314000065,51.96673752000004,1,Unfallorte2019_LinRef.csv,
126795,126796,5,5,15,0,2019,11,17,6,3,2,6,2,0,1,0,0,0,0,"401461,159959511830000","5759073,735433537500000",7.565439069000036,51.973599739000065,0,Unfallorte2019_LinRef.csv,
126796,126797,5,5,15,0,2019,11,20,2,3,5,2,2,1,1,0,0,0,0,"406960,506181269880000","5758309,681287372500000",7.645682553000029,51.96767995000005,1,Unfallorte2019_LinRef.csv,
126797,126798,5,5,15,0,2019,11,7,6,3,2,6,0,0,1,0,0,0,0,"407864,308571110480000","5756788,466928357300000",7.659242782000035,51.95415697800007,0,Unfallorte2019_LinRef.csv,
126798,126799,5,5,15,0,2019,11,17,2,3,6,2,2,0,1,1,0,0,0,"405894,564984941860000","5755915,744342505900000",7.630826813000056,51.94598271800004,1,Unfallorte2019_LinRef.csv,
126800,126801,5,5,15,0,2019,11,15,2,3,0,1,0,1,0,0,0,0,0,"403906,735077914780000","5758072,189587898600000",7.601311279000072,51.96502577100006,1,Unfallorte2019_LinRef.csv,
126803,126804,5,5,15,0,2019,11,16,2,3,5,2,2,1,1,0,0,0,0,"401690,307000000030000","5753655,597999999300000",7.570323659000053,51.92494084700007,1,Unfallorte2019_LinRef.csv,
126804,126805,5,5,15,0,2019,11,15,2,3,3,6,1,1,0,0,0,0,0,"405426,247886611150000","5755348,989144595300000",7.624171112000056,51.94080904600003,1,Unfallorte2019_LinRef.csv,
127041,127042,5,5,15,0,2019,11,18,5,3,2,6,2,0,1,0,0,0,0,"406940,040478980170000","5756955,967824563400000",7.645751521000022,51.95550866700006,0,Unfallorte2019_LinRef.csv,
127044,127045,5,5,15,0,2019,11,17,5,2,6,7,2,1,0,1,0,0,0,"406755,566702099520000","5751248,998436259100000",7.644614281000031,51.90418041200007,0,Unfallorte2019_LinRef.csv,
127046,127047,5,5,15,0,2019,11,16,5,3,1,6,1,0,1,0,0,0,0,"411506,293000000530000","5754934,427999999400000",7.712703399000077,51.938082921000046,0,Unfallorte2019_LinRef.csv,
127224,127225,5,5,15,0,2019,11,12,7,3,5,2,0,1,1,0,0,0,0,"405947,204163147140000","5756805,757978769000000",7.631348888000048,51.95399147900008,0,Unfallorte2019_LinRef.csv,
127226,127227,5,5,15,0,2019,11,16,7,2,0,1,0,1,0,0,0,0,0,"405815,810269248670000","5753414,013202751100000",7.630366288000062,51.92348261400008,0,Unfallorte2019_LinRef.csv,
127227,127228,5,5,15,0,2019,11,14,7,3,0,5,0,1,1,0,0,0,0,"405919,350097696300000","5756063,127051178400000",7.631146973000057,51.94731165500008,0,Unfallorte2019_LinRef.csv,
127229,127230,5,5,15,0,2019,11,9,7,3,1,6,0,0,1,0,0,0,0,"401696,811041952110000","5753655,297787645800000",7.570418299000039,51.92493929700004,0,Unfallorte2019_LinRef.csv,
127231,127232,5,5,15,0,2019,11,17,7,3,5,7,2,1,1,0,0,0,0,"402698,888009386140000","5753879,217784311600000",7.584922950000021,51.92712800800007,0,Unfallorte2019_LinRef.csv,
127233,127234,5,5,15,0,2019,11,10,7,3,6,4,0,1,0,1,0,0,0,"405587,977140439670000","5756866,682964390100000",7.626106318000041,51.95447823100005,0,Unfallorte2019_LinRef.csv,
127399,127400,5,5,15,0,2019,11,17,4,3,6,7,2,0,1,1,0,0,0,"411548,809999999590000","5761237,050000002600000",7.71169814700005,51.99474229900005,0,Unfallorte2019_LinRef.csv,
127400,127401,5,5,15,0,2019,11,17,4,3,2,6,2,0,1,0,0,0,0,"404238,127614654600000","5758957,261073332300000",7.605886453000039,51.97303828100007,0,Unfallorte2019_LinRef.csv,
127403,127404,5,5,15,0,2019,11,16,4,3,5,2,1,1,0,0,0,0,1,"405211,724589333870000","5750119,979369552800000",7.622490648000053,51.89377168000004,0,Unfallorte2019_LinRef.csv,
127427,127428,5,5,15,0,2019,11,19,6,2,8,1,2,0,1,0,0,0,0,"413028,942404056900000","5752639,140361748600000",7.735427207000043,51.91769093800008,1,Unfallorte2019_LinRef.csv,
127595,127596,5,5,15,0,2019,11,8,3,3,2,6,0,0,1,0,0,0,0,"400194,255847537890000","5756439,167308991800000",7.54776699100006,51.94969383200004,1,Unfallorte2019_LinRef.csv,
127597,127598,5,5,15,0,2019,11,12,3,3,2,2,0,1,1,0,0,0,0,"404946,843935472890000","5756840,114317033400000",7.616786758000046,51.95413020700005,1,Unfallorte2019_LinRef.csv,
127723,127724,5,5,15,0,2019,11,7,5,3,5,2,0,1,1,0,0,0,0,"405362,025467283090000","5755731,569724045700000",7.623131817000058,51.944236931000034,0,Unfallorte2019_LinRef.csv,
127726,127727,5,5,15,0,2019,11,15,5,3,2,1,0,0,1,0,0,0,0,"404811,494681226090000","5761202,697734985500000",7.613607866000052,51.993319556000074,0,Unfallorte2019_LinRef.csv,
127797,127798,5,5,15,0,2019,11,20,3,3,2,2,2,1,1,0,0,0,0,"407701,160000000150000","5758539,449000001000000",7.656398797000065,51.96986870300003,1,Unfallorte2019_LinRef.csv,
127798,127799,5,5,15,0,2019,11,12,3,3,5,3,0,1,1,0,0,0,0,"399935,726475016210000","5761104,471248781300000",7.54264665900007,51.99157957800003,0,Unfallorte2019_LinRef.csv,
127908,127909,5,5,15,0,2019,11,16,2,2,3,1,1,1,0,0,0,0,0,"405034,552117504180000","5757824,911082040500000",7.617790444000036,51.962996942000075,0,Unfallorte2019_LinRef.csv,
127909,127910,5,5,15,0,2019,11,8,2,3,0,2,0,1,1,0,0,0,0,"403052,591000000010000","5758116,297000000300000",7.588870361000033,51.965273919000026,0,Unfallorte2019_LinRef.csv,
127910,127911,5,5,15,0,2019,11,12,2,3,5,2,0,1,1,0,0,0,0,"405506,735534689390000","5751878,995674211500000",7.62629430100003,51.90963273700004,0,Unfallorte2019_LinRef.csv,
127911,127912,5,5,15,0,2019,11,20,2,3,6,2,2,0,1,1,0,0,0,"400899,906565696930000","5762013,159171050400000",7.556421598000043,51.99991984500008,0,Unfallorte2019_LinRef.csv,
127912,127913,5,5,15,0,2019,11,16,2,2,5,2,1,1,1,0,0,0,0,"405775,058133949530000","5757998,032999105800000",7.628517561000024,51.964679036000064,1,Unfallorte2019_LinRef.csv,
128005,128006,5,5,15,0,2019,11,13,1,3,2,6,0,0,1,0,0,0,0,"404412,535232305530000","5766254,421573458200000",7.606388621000065,52.038657311000065,0,Unfallorte2019_LinRef.csv,
128049,128050,5,5,15,0,2019,11,18,5,3,2,6,2,0,1,0,0,1,0,"400638,571003228430000","5760004,303901447000000",7.553198200000054,51.981817342000056,1,Unfallorte2019_LinRef.csv,
128052,128053,5,5,15,0,2019,11,16,5,3,0,3,0,1,1,0,0,0,0,"408662,830188676710000","5753497,877424456200000",7.671733410000059,51.92471080400003,1,Unfallorte2019_LinRef.csv,
128053,128054,5,5,15,0,2019,11,9,5,3,1,6,0,0,1,0,0,0,0,"405425,253522806800000","5755355,915170423700000",7.624154746000045,51.94087113100005,1,Unfallorte2019_LinRef.csv,
128054,128055,5,5,15,0,2019,11,17,5,3,8,1,2,0,1,0,0,0,0,"412051,569000000130000","5759949,502999998600000",7.719349129000023,51.983248744000036,1,Unfallorte2019_LinRef.csv,
128055,128056,5,5,15,0,2019,11,11,5,2,2,6,0,0,1,0,0,0,1,"407044,067439007570000","5757871,384098889300000",7.647017186000028,51.96375429500006,1,Unfallorte2019_LinRef.csv,
128208,128209,5,5,15,0,2019,11,18,4,3,5,2,2,1,1,0,0,0,0,"405517,973237213680000","5754618,323560152200000",7.625705804000063,51.93425706700003,1,Unfallorte2019_LinRef.csv,
128209,128210,5,5,15,0,2019,11,9,4,3,5,2,0,1,1,0,0,0,0,"405927,784897007980000","5756691,396687477800000",7.63109769600004,51.95296026300008,1,Unfallorte2019_LinRef.csv,
128304,128305,5,5,15,0,2019,12,7,2,3,1,3,1,1,1,0,0,0,0,"404319,133274229240000","5759038,967119470200000",7.607042589000059,51.97378663500007,0,Unfallorte2019_LinRef.csv,
128308,128309,5,5,15,0,2019,12,19,2,3,0,2,2,0,1,0,0,0,0,"406607,063000000080000","5757159,714000001500000",7.640851975000032,51.95728421600006,0,Unfallorte2019_LinRef.csv,
128309,128310,5,5,15,0,2019,12,16,2,2,2,6,1,1,0,0,0,0,0,"402482,587206056340000","5754768,891701927400000",7.581526116000021,51.93508682100003,0,Unfallorte2019_LinRef.csv,
128548,128549,5,5,15,0,2019,11,9,6,3,5,2,0,1,1,0,0,0,0,"405449,743999999950000","5758145,273000001900000",7.623743413000057,51.96594725600005,0,Unfallorte2019_LinRef.csv,
128549,128550,5,5,15,0,2019,11,20,6,3,1,6,2,0,1,0,0,0,0,"407929,370826257390000","5754500,678350640500000",7.660801935000052,51.93360377100004,1,Unfallorte2019_LinRef.csv,
128550,128551,5,5,15,0,2019,11,10,6,3,2,6,0,0,1,0,0,0,0,"399783,241000000390000","5757057,061999997100000",7.541608376000056,51.955173638000076,0,Unfallorte2019_LinRef.csv,
128690,128691,5,5,15,0,2019,12,18,4,3,1,7,2,0,1,0,0,0,0,"408215,788292417300000","5751410,794045239700000",7.665790461000029,51.90587722300006,1,Unfallorte2019_LinRef.csv,
128691,128692,5,5,15,0,2019,12,15,4,3,3,3,0,1,1,0,0,0,0,"408723,522000000810000","5761851,518000001100000",7.670395656000039,51.999808270000074,0,Unfallorte2019_LinRef.csv,
128692,128693,5,5,15,0,2019,12,8,4,3,5,2,0,1,1,0,0,0,0,"408056,057429024950000","5754360,771018970800000",7.662681482000039,51.93236714300008,0,Unfallorte2019_LinRef.csv,
128693,128694,5,5,15,0,2019,12,15,4,3,8,1,0,0,0,0,0,0,1,"400263,920937011950000","5761331,067769579600000",7.547358958000075,51.99367528000005,0,Unfallorte2019_LinRef.csv,
128694,128695,5,5,15,0,2019,12,18,4,2,2,6,2,0,1,0,0,0,0,"399477,395187597720000","5761327,647909313400000",7.535908359000075,51.993502730000046,0,Unfallorte2019_LinRef.csv,
128845,128846,5,5,15,0,2019,12,18,3,3,5,7,2,1,1,0,0,0,0,"408147,039149824530000","5751405,737981833500000",7.664792739000063,51.90582044400003,0,Unfallorte2019_LinRef.csv,
128872,128873,5,5,15,0,2019,12,5,5,2,6,4,2,0,1,1,0,0,0,"405090,580516369080000","5759105,751264657800000",7.618251591000046,51.97451920200007,2,Unfallorte2019_LinRef.csv,
129089,129090,5,5,15,0,2019,12,16,7,2,6,4,2,0,1,1,0,0,0,"407527,559705618770000","5761216,484802132500000",7.653150832000051,51.99390238700005,1,Unfallorte2019_LinRef.csv,
129090,129091,5,5,15,0,2019,12,10,7,3,5,3,0,1,1,0,0,0,0,"405578,328000000680000","5756998,951000003100000",7.625929598000028,51.955665476000036,1,Unfallorte2019_LinRef.csv,
129091,129092,5,5,15,0,2019,12,10,7,3,6,6,0,1,0,1,0,0,0,"406500,288802023050000","5757658,685966534500000",7.639162746000068,51.96175127400005,1,Unfallorte2019_LinRef.csv,
129178,129179,5,5,15,0,2019,12,14,6,3,2,1,0,0,1,0,0,0,0,"399375,631128516980000","5752358,899757029500000",7.537052974000062,51.91287237000006,1,Unfallorte2019_LinRef.csv,
129181,129182,5,5,15,0,2019,12,11,6,3,2,6,0,0,1,0,0,0,0,"405099,968194405550000","5756673,589452218300000",7.619060311000055,51.952659563000054,1,Unfallorte2019_LinRef.csv,
129183,129184,5,5,15,0,2019,12,9,6,3,1,7,2,1,1,0,0,0,0,"404915,907738279550000","5761189,697681220200000",7.615131736000024,51.993220594000036,1,Unfallorte2019_LinRef.csv,
129187,129188,5,5,15,0,2019,12,12,6,3,3,2,0,1,1,0,0,0,0,"405117,371744953100000","5756687,294278074100000",7.619309696000073,51.95278571700004,1,Unfallorte2019_LinRef.csv,
129233,129234,5,5,15,0,2019,12,16,2,3,2,6,1,0,1,0,0,0,1,"409182,027382311410000","5758635,756734641300000",7.677924163000057,51.97097832000003,1,Unfallorte2019_LinRef.csv,
129237,129238,5,5,15,0,2019,12,16,2,3,5,2,1,0,1,0,1,0,0,"405303,276753285900000","5758215,422066133500000",7.62159278200005,51.96655285200006,1,Unfallorte2019_LinRef.csv,
129238,129239,5,5,15,0,2019,12,16,2,3,2,6,1,0,1,0,0,0,0,"406905,363419489940000","5755800,573517365400000",7.645559999000057,51.945117578000065,1,Unfallorte2019_LinRef.csv,
129241,129242,5,5,15,0,2019,12,7,2,3,2,1,2,0,1,0,0,0,0,"401787,893285165540000","5757205,471635887400000",7.570728491000068,51.95686522700004,1,Unfallorte2019_LinRef.csv,
129391,129392,5,5,15,0,2019,12,7,4,3,5,2,2,1,1,0,0,0,0,"409844,887273781930000","5751858,098177937800000",7.689347851000036,51.91016395400004,1,Unfallorte2019_LinRef.csv,
129392,129393,5,5,15,0,2019,12,19,4,3,4,2,2,0,1,0,0,0,0,"407013,103000000120000","5757122,621999999500000",7.646769332000076,51.95701886200004,1,Unfallorte2019_LinRef.csv,
129393,129394,5,5,15,0,2019,12,7,4,3,6,4,2,0,1,1,0,0,0,"406391,780065120200000","5756346,974957533200000",7.637941320000039,51.94994272300005,1,Unfallorte2019_LinRef.csv,
129394,129395,5,5,15,0,2019,12,12,4,3,0,3,0,1,0,0,0,0,1,"402341,390175865960000","5760933,640999777200000",7.577720002000035,51.99047234600005,1,Unfallorte2019_LinRef.csv,
129395,129396,5,5,15,0,2019,12,7,4,3,5,2,2,1,1,0,0,0,0,"410231,967083139350000","5751950,920991407700000",7.694949350000059,51.91106083400007,1,Unfallorte2019_LinRef.csv,
129561,129562,5,5,15,0,2019,12,6,3,3,3,2,2,1,1,0,0,0,0,"408454,455824344420000","5756500,363994527600000",7.667904831000044,51.951664797000035,1,Unfallorte2019_LinRef.csv,
129563,129564,5,5,15,0,2019,12,10,3,3,6,5,0,1,0,1,0,0,0,"405563,531023228540000","5756748,316479934400000",7.625783217000048,51.95341015000008,0,Unfallorte2019_LinRef.csv,
129564,129565,5,5,15,0,2019,12,7,3,3,0,1,2,1,0,0,0,0,0,"404516,865921602580000","5758342,280393797900000",7.610114119000059,51.967558576000044,1,Unfallorte2019_LinRef.csv,
129566,129567,5,5,15,0,2019,12,8,3,3,0,2,0,0,0,0,1,0,0,"407249,895999999720000","5751159,985999999600000",7.651821573000063,51.90346283000008,2,Unfallorte2019_LinRef.csv,
129621,129622,5,5,15,0,2019,12,9,5,3,2,6,0,0,1,0,1,0,0,"405588,595627725120000","5754353,263376345900000",7.626805466000064,51.93188656500007,1,Unfallorte2019_LinRef.csv,
129622,129623,5,5,15,0,2019,12,7,5,3,5,7,2,1,1,0,0,0,0,"406447,668613912540000","5750769,031019331900000",7.640270366000038,51.899814571000036,1,Unfallorte2019_LinRef.csv,
129627,129628,5,5,15,0,2019,12,17,5,3,5,3,2,1,1,0,0,0,0,"404979,295408288020000","5758200,118712961700000",7.616882621000059,51.96636001400003,0,Unfallorte2019_LinRef.csv,
129860,129861,5,5,15,0,2019,12,7,3,3,5,2,2,1,1,0,0,0,0,"407661,814458773470000","5758360,944625083400000",7.655874222000023,51.968257676000064,0,Unfallorte2019_LinRef.csv,
130054,130055,5,5,15,0,2019,12,13,6,3,5,3,0,1,1,0,0,0,0,"412769,932926763780000","5753044,804925525600000",7.731559387000061,51.92129689300003,1,Unfallorte2019_LinRef.csv,
130056,130057,5,5,15,0,2019,12,8,6,2,6,7,1,1,0,1,0,0,0,"405407,586000000130000","5751710,047000000300000",7.624899740000046,51.90809731200005,0,Unfallorte2019_LinRef.csv,
130058,130059,5,5,15,0,2019,12,12,6,3,0,1,0,1,0,0,0,0,0,"407068,604020216500000","5757437,696162127000000",7.647491556000034,51.95986018900004,1,Unfallorte2019_LinRef.csv,
130061,130062,5,5,15,0,2019,12,13,2,3,5,1,0,0,1,0,0,0,0,"399772,542358919050000","5757061,523666985300000",7.54145143900007,51.95521181200007,0,Unfallorte2019_LinRef.csv,
130063,130064,5,5,15,0,2019,12,14,2,3,5,3,0,1,0,0,0,0,0,"404657,608373337430000","5758307,426754081600000",7.612171844000045,51.96726945700004,0,Unfallorte2019_LinRef.csv,
130247,130248,5,5,15,0,2019,12,7,5,3,5,2,1,1,1,0,0,0,0,"401648,180000000630000","5755592,414000000800000",7.569157521000022,51.94234200300008,0,Unfallorte2019_LinRef.csv,
130248,130249,5,5,15,0,2019,12,18,5,2,5,3,2,1,1,0,0,0,0,"406128,462000002150000","5757704,004999999000000",7.633740283000066,51.96209596600005,0,Unfallorte2019_LinRef.csv,
130277,130278,5,5,15,0,2019,12,19,1,3,6,2,2,0,1,1,0,0,0,"405032,109000001100000","5758076,655000004900000",7.617685278000067,51.96525929900008,1,Unfallorte2019_LinRef.csv,
130279,130280,5,5,15,0,2019,12,18,1,3,5,2,2,0,1,0,0,0,0,"401782,034554470330000","5757201,970083862500000",7.570644259000062,51.95683272000008,1,Unfallorte2019_LinRef.csv,
130491,130492,5,5,15,0,2019,12,16,4,3,5,3,1,0,1,0,0,0,0,"399752,786000002180000","5753675,604000002100000",7.542151042000057,51.92477514600006,0,Unfallorte2019_LinRef.csv,
130499,130500,5,5,15,0,2019,12,9,6,3,5,3,0,1,1,0,0,0,0,"405927,821000002320000","5756686,611999999700000",7.631099531000075,51.95291726200003,0,Unfallorte2019_LinRef.csv,
130500,130501,5,5,15,0,2019,12,15,6,3,5,3,0,1,1,0,0,0,0,"405971,441699692980000","5756361,537589373100000",7.631823028000042,51.950002718000064,1,Unfallorte2019_LinRef.csv,
130502,130503,5,5,15,0,2019,12,11,6,3,5,2,0,1,0,0,0,0,1,"406124,492908835410000","5756700,176101796300000",7.633956836000039,51.953072415000065,0,Unfallorte2019_LinRef.csv,
130504,130505,5,5,15,0,2019,12,7,6,3,5,2,1,1,1,0,0,0,0,"406657,653000000860000","5757654,217000002000000",7.641453614000056,51.96173754600005,0,Unfallorte2019_LinRef.csv,
130505,130506,5,5,15,0,2019,12,18,6,3,0,5,2,1,0,0,0,0,1,"405609,347764409150000","5756969,282573679500000",7.626389023000058,51.95540407000004,1,Unfallorte2019_LinRef.csv,
130507,130508,5,5,15,0,2019,12,15,6,3,5,2,0,1,1,0,0,0,0,"405259,542502204890000","5756956,250351112300000",7.621303699000066,51.95522744600004,1,Unfallorte2019_LinRef.csv,
130848,130849,5,5,15,0,2019,12,14,6,3,2,6,0,0,1,0,0,0,0,"401980,883866181600000","5762244,153042720600000",7.572096667000039,52.00218794600005,0,Unfallorte2019_LinRef.csv,
130853,130854,5,5,15,0,2019,12,17,3,2,6,2,2,0,1,1,0,0,0,"404396,601860725320000","5759064,218143457500000",7.608163012000034,51.97402693300006,0,Unfallorte2019_LinRef.csv,
130936,130937,5,5,15,0,2019,12,18,2,3,5,2,2,0,1,0,0,0,0,"407061,663213981320000","5757346,392423519900000",7.647415274000025,51.95903834400008,0,Unfallorte2019_LinRef.csv,
130940,130941,5,5,15,0,2019,12,14,4,3,0,1,0,0,1,0,0,0,0,"400787,039057935590000","5760867,731824934500000",7.555109542000025,51.98960446800004,1,Unfallorte2019_LinRef.csv,
131146,131147,5,5,15,0,2019,12,11,7,3,5,3,0,1,1,0,0,0,0,"409877,658217363990000","5761081,471400653900000",7.687405369000032,51.99307516700003,0,Unfallorte2019_LinRef.csv,
131147,131148,5,5,15,0,2019,12,18,7,3,0,7,2,0,1,0,0,0,0,"406331,189173521470000","5756449,677911175400000",7.637031963000027,51.95085566700004,0,Unfallorte2019_LinRef.csv,
