,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,source_file,UIDENTSTLAE
244017,244018,5,5,15,0,2019,7,19,5,3,3,2,0,1,1,0,0,0,0,"406289,247936547730000","5751883,050881063600000",7.637665566000067,51.90980138600003,0,Unfallorte2019_LinRef.csv,
244018,244019,5,5,15,0,2019,7,17,5,3,5,3,0,1,1,0,0,0,0,"406625,136806610040000","5757650,763257589200000",7.640981442000054,51.96170104200007,0,Unfallorte2019_LinRef.csv,
244019,244020,5,5,15,0,2019,7,13,5,3,1,6,0,0,1,0,0,0,0,"403588,577000000510000","5758614,384000001500000",7.59652957000003,51.96984409400005,0,Unfallorte2019_LinRef.csv,
244052,244053,5,5,15,0,2019,7,10,7,3,0,7,0,0,1,0,0,0,1,"402931,220245227220000","5757506,717100316700000",7.587276601000042,51.95977366500006,0,Unfallorte2019_LinRef.csv,
244081,244082,5,5,15,0,2019,7,17,7,3,0,7,0,1,0,0,0,0,0,"405884,238422472960000","5758351,754470406100000",7.630009280000024,51.96787693400006,1,Unfallorte2019_LinRef.csv,
244085,244086,5,5,15,0,2019,7,9,7,3,5,3,0,1,1,0,0,0,0,"403676,375656414780000","5761116,030731502900000",7.597104873000035,51.99234484700003,0,Unfallorte2019_LinRef.csv,
244151,244152,5,5,15,0,2019,7,9,3,3,5,3,0,1,1,0,0,0,0,"404555,250925108790000","5754268,109330156800000",7.611804042000074,51.93094491800008,0,Unfallorte2019_LinRef.csv,
244321,244322,5,5,15,0,2019,7,20,1,3,6,7,1,1,0,1,0,0,0,"406486,292834926400000","5759180,829408895200000",7.638544506000073,51.97543065600007,0,Unfallorte2019_LinRef.csv,
244322,244323,5,5,15,0,2019,7,14,1,3,0,7,0,1,0,0,0,0,0,"406112,864000000060000","5757493,589000003400000",7.633570847000044,51.96020201700003,1,Unfallorte2019_LinRef.csv,
244323,244324,5,5,15,0,2019,7,15,1,3,6,7,0,0,1,1,0,0,0,"406984,145776166580000","5754949,819591175800000",7.646935991000021,51.93748372200008,0,Unfallorte2019_LinRef.csv,
244374,244375,5,5,15,0,2019,7,11,7,2,5,3,0,1,0,0,0,0,0,"406626,062375670300000","5757617,368203533800000",7.641003987000033,51.96140102700008,0,Unfallorte2019_LinRef.csv,
244428,244429,5,5,15,0,2019,7,16,6,3,0,3,0,1,1,0,0,0,0,"405600,586317708720000","5757439,477444315300000",7.626132362000021,51.95962889900005,1,Unfallorte2019_LinRef.csv,
244429,244430,5,5,15,0,2019,7,10,6,3,5,3,0,1,1,0,0,0,0,"404887,599999998700000","5755715,978000002000000",7.616235983000024,51.94401587800007,1,Unfallorte2019_LinRef.csv,
244431,244432,5,5,15,0,2019,7,6,6,3,5,3,1,1,1,0,0,0,0,"403803,285663848740000","5761689,326029973100000",7.598791763000065,51.99751978000006,0,Unfallorte2019_LinRef.csv,
244493,244494,5,5,15,0,2019,7,9,1,3,0,1,0,1,0,0,0,0,0,"404952,064372570250000","5757006,181484671300000",7.616816763000031,51.955623778000074,1,Unfallorte2019_LinRef.csv,
244511,244512,5,5,15,0,2019,7,8,5,3,0,3,0,1,1,0,0,0,0,"405301,023007165640000","5756031,923617135700000",7.62216184600004,51.94692626400007,1,Unfallorte2019_LinRef.csv,
244586,244587,5,5,15,0,2019,7,11,4,3,0,4,0,0,0,1,1,0,0,"406408,383999999610000","5757312,027000000700000",7.637919985000053,51.95861987400008,0,Unfallorte2019_LinRef.csv,
244587,244588,5,5,15,0,2019,7,11,4,3,5,3,0,1,1,0,0,0,0,"405162,398951934650000","5753171,781269796200000",7.620934027000033,51.92119439600003,0,Unfallorte2019_LinRef.csv,
244628,244629,5,5,15,0,2019,7,17,5,3,5,3,0,1,1,0,0,0,0,"408009,215250537730000","5751384,445432363100000",7.662795555000059,51.90560631100004,0,Unfallorte2019_LinRef.csv,
244629,244630,5,5,15,0,2019,7,13,5,3,1,7,0,1,1,0,0,0,0,"406076,040803713720000","5756638,086418373500000",7.63326896500007,51.95250614300005,0,Unfallorte2019_LinRef.csv,
244630,244631,5,5,15,0,2019,7,10,5,3,4,2,0,1,1,0,0,0,0,"409492,717248189260000","5758365,657533513400000",7.682516922000048,51.968601180000064,0,Unfallorte2019_LinRef.csv,
244714,244715,5,5,15,0,2019,7,13,4,2,5,2,0,1,1,0,0,0,0,"406997,283657258380000","5755907,069729274100000",7.646868139000048,51.946090198000036,0,Unfallorte2019_LinRef.csv,
244833,244834,5,5,15,0,2019,7,18,2,3,5,3,0,1,1,0,0,0,0,"406680,014478284870000","5754911,452068870900000",7.642523665000056,51.93708793300004,0,Unfallorte2019_LinRef.csv,
244834,244835,5,5,15,0,2019,7,14,2,3,5,3,0,1,1,0,0,0,0,"399602,391685309820000","5755088,542522169600000",7.53955241400007,51.93744773600008,0,Unfallorte2019_LinRef.csv,
244835,244836,5,5,15,0,2019,7,12,2,3,0,5,0,1,1,0,0,0,0,"403719,295576447620000","5754025,079226540400000",7.599717398000053,51.92861649200006,0,Unfallorte2019_LinRef.csv,
244912,244913,5,5,15,0,2019,7,16,2,3,8,1,0,0,0,0,1,0,0,"406250,667000002230000","5754827,435000000500000",7.636302982000075,51.93626057700004,0,Unfallorte2019_LinRef.csv,
245039,245040,5,5,15,0,2019,7,15,7,3,5,3,0,0,1,0,0,0,0,"407361,518409821200000","5749561,641144551300000",7.653873059000034,51.88911446600008,1,Unfallorte2019_LinRef.csv,
245040,245041,5,5,15,0,2019,7,13,7,3,0,3,0,1,1,0,0,0,0,"405878,526598888450000","5758306,812089465600000",7.629938482000057,51.96747200500005,1,Unfallorte2019_LinRef.csv,
245158,245159,5,5,15,0,2019,7,15,6,3,5,3,0,1,1,0,0,0,0,"405444,825299611320000","5751946,332257418000000",7.625376072000051,51.91022748600005,0,Unfallorte2019_LinRef.csv,
245159,245160,5,5,15,0,2019,7,10,6,3,5,3,0,1,1,0,0,0,0,"404756,597417989750000","5757293,033084390700000",7.613893610000048,51.95816866900003,0,Unfallorte2019_LinRef.csv,
245230,245231,5,5,15,0,2019,7,19,5,3,0,1,0,0,0,0,1,0,0,"401589,045294867830000","5757700,309252791100000",7.567693889000054,51.96127777600003,0,Unfallorte2019_LinRef.csv,
245231,245232,5,5,15,0,2019,7,17,5,2,6,4,0,0,1,1,0,0,0,"405320,775080303660000","5755922,686665670900000",7.622479228000032,51.945947756000066,0,Unfallorte2019_LinRef.csv,
245317,245318,5,5,15,0,2019,7,17,4,3,0,7,0,1,0,0,0,0,0,"407149,027829661970000","5756589,671384027200000",7.648890859000062,51.95225113500004,0,Unfallorte2019_LinRef.csv,
245318,245319,5,5,15,0,2019,7,15,4,3,5,3,0,1,0,0,0,0,0,"405264,510912179950000","5757071,073187757300000",7.62134431800007,51.95626036800007,0,Unfallorte2019_LinRef.csv,
245431,245432,5,5,15,0,2019,7,19,4,2,5,3,0,1,1,0,0,0,0,"407710,703044376340000","5761136,965901674700000",7.655838904000063,51.993218099000046,1,Unfallorte2019_LinRef.csv,
245438,245439,5,5,15,0,2019,7,16,4,2,5,7,0,1,1,0,0,0,1,"406492,504428798330000","5757364,209548480800000",7.63912964900004,51.95910306900004,0,Unfallorte2019_LinRef.csv,
245439,245440,5,5,15,0,2019,7,13,4,3,6,4,0,0,1,1,0,0,0,"404444,673354819420000","5760719,399615287800000",7.608401614000059,51.98891252300007,0,Unfallorte2019_LinRef.csv,
245503,245504,5,5,15,0,2019,7,15,3,3,5,3,0,1,1,0,0,0,0,"407019,617000001480000","5757996,375000001900000",7.646627572000057,51.96487368800007,0,Unfallorte2019_LinRef.csv,
245504,245505,5,5,15,0,2019,7,23,3,3,0,6,2,1,0,1,0,0,0,"406147,631000000050000","5757030,432000000000000",7.634203223000043,51.95604481600003,0,Unfallorte2019_LinRef.csv,
245505,245506,5,5,15,0,2019,7,14,3,3,0,7,0,1,0,0,0,0,0,"404756,987201104870000","5757292,445348117500000",7.613899444000026,51.958163453000054,0,Unfallorte2019_LinRef.csv,
245506,245507,5,5,15,0,2019,7,14,3,3,0,1,0,1,1,0,0,0,0,"405253,685567147100000","5757277,629029903600000",7.621129864000068,51.95811513400008,0,Unfallorte2019_LinRef.csv,
245557,245558,5,5,15,0,2019,7,8,2,3,0,7,0,0,1,1,0,0,0,"409885,164787309240000","5752082,820735845700000",7.689874441000029,51.91219044500008,0,Unfallorte2019_LinRef.csv,
245558,245559,5,5,15,0,2019,7,16,2,3,1,6,0,1,1,0,0,0,0,"405156,011317422610000","5757192,517854308700000",7.619732326000076,51.95733346800006,0,Unfallorte2019_LinRef.csv,
245559,245560,5,5,15,0,2019,7,20,2,3,0,1,0,1,0,0,0,0,0,"405885,088998821560000","5758355,051898812900000",7.630020753000053,51.96790671700006,0,Unfallorte2019_LinRef.csv,
245560,245561,5,5,15,0,2019,7,16,2,3,5,2,0,1,1,0,0,0,0,"402881,614646640610000","5756350,323235625400000",7.586881736000066,51.94937099800006,0,Unfallorte2019_LinRef.csv,
245671,245672,5,5,15,0,2019,7,20,7,2,8,1,0,0,1,0,0,0,0,"404914,827509401370000","5751557,983228620100000",7.617780667000034,51.90664659500004,0,Unfallorte2019_LinRef.csv,
245672,245673,5,5,15,0,2019,7,12,7,3,3,5,0,0,1,0,1,0,0,"406265,941421017050000","5757510,072603862700000",7.635793548000038,51.960376007000036,0,Unfallorte2019_LinRef.csv,
245733,245734,5,5,15,0,2019,8,22,7,3,3,1,2,1,0,0,0,0,0,"404926,238563684750000","5759823,143654320400000",7.615660989000048,51.98093929600003,0,Unfallorte2019_LinRef.csv,
245734,245735,5,5,15,0,2019,8,17,7,3,3,6,0,1,0,0,0,0,0,"407787,617592901920000","5751419,797229418500000",7.659565838000049,51.90588744000007,0,Unfallorte2019_LinRef.csv,
245735,245736,5,5,15,0,2019,8,19,7,3,2,1,0,1,0,0,0,0,0,"404582,820356111040000","5758834,632248770400000",7.610937025000055,51.97199533700007,0,Unfallorte2019_LinRef.csv,
245793,245794,5,5,15,0,2019,8,15,6,3,7,5,0,1,1,0,0,0,0,"405204,060633923860000","5753534,672993194300000",7.621439722000048,51.92446333300006,0,Unfallorte2019_LinRef.csv,
245865,245866,5,5,15,0,2019,8,16,5,3,6,4,0,1,0,1,0,0,0,"405622,955427633600000","5757094,023234589000000",7.626552721000053,51.95652760300004,0,Unfallorte2019_LinRef.csv,
245866,245867,5,5,15,0,2019,8,7,5,3,5,3,0,1,1,0,0,0,0,"407450,621714680460000","5758328,331684520500000",7.652809692000062,51.96792941000007,0,Unfallorte2019_LinRef.csv,
245956,245957,5,5,15,0,2019,8,19,5,3,4,6,0,1,0,0,0,0,0,"406609,356584896330000","5759681,744031120100000",7.640199300000063,51.97995380200007,0,Unfallorte2019_LinRef.csv,
246031,246032,5,5,15,0,2019,8,9,4,3,2,1,0,0,1,0,0,0,0,"399763,907786414960000","5756393,492029605400000",7.54152067900003,51.949205910000046,0,Unfallorte2019_LinRef.csv,
246089,246090,5,5,15,0,2019,8,16,3,3,3,6,0,1,0,0,0,0,0,"406362,589759394530000","5757343,574011487900000",7.637245126000039,51.95889572400006,0,Unfallorte2019_LinRef.csv,
246090,246091,5,5,15,0,2019,8,21,3,3,0,7,1,0,1,0,0,0,0,"402337,233000001870000","5753206,920000001800000",7.579855791000057,51.92102185500005,0,Unfallorte2019_LinRef.csv,
246091,246092,5,5,15,0,2019,8,18,3,3,1,1,0,1,1,0,0,0,0,"407380,883976236920000","5760895,036701714600000",7.651101997000069,51.99098861500005,0,Unfallorte2019_LinRef.csv,
246092,246093,5,5,15,0,2019,8,17,3,3,5,3,0,0,1,0,1,0,0,"406133,907999999820000","5760192,917000003200000",7.633138858000052,51.984468322000055,0,Unfallorte2019_LinRef.csv,
246093,246094,5,5,15,0,2019,8,8,3,3,3,2,0,1,0,0,0,0,0,"406565,316375379450000","5758334,498546006200000",7.639925018000042,51.96783673200008,1,Unfallorte2019_LinRef.csv,
246186,246187,5,5,15,0,2019,8,13,3,3,1,6,0,1,0,0,0,1,0,"405269,566804376430000","5758836,076545298100000",7.620930994000048,51.97212579900008,0,Unfallorte2019_LinRef.csv,
246187,246188,5,5,15,0,2019,8,15,3,3,5,3,0,0,1,0,0,1,0,"403923,781275073070000","5758092,223005851700000",7.601553710000076,51.965208784000026,1,Unfallorte2019_LinRef.csv,
246300,246301,5,5,15,0,2019,8,6,1,3,9,7,0,0,1,0,0,0,0,"406996,478649833240000","5755673,514562990500000",7.646919612000033,51.943990745000065,0,Unfallorte2019_LinRef.csv,
246342,246343,5,5,15,0,2019,8,19,7,3,0,7,0,1,0,0,0,0,0,"406986,799995218400000","5754946,830095632000000",7.646975397000063,51.93745729400007,0,Unfallorte2019_LinRef.csv,
246402,246403,5,5,15,0,2019,8,19,6,3,1,1,0,1,1,0,0,0,0,"402052,354151618670000","5753019,594558427100000",7.575767954000071,51.919288075000054,0,Unfallorte2019_LinRef.csv,
246403,246404,5,5,15,0,2019,8,16,6,3,5,5,0,1,1,0,0,0,0,"406263,405884018170000","5751993,163393368900000",7.637260036000043,51.91078679000003,0,Unfallorte2019_LinRef.csv,
246404,246405,5,5,15,0,2019,8,14,6,3,5,3,0,0,1,0,0,0,1,"403261,814741806130000","5754721,167057702300000",7.592870358000027,51.934793855000066,0,Unfallorte2019_LinRef.csv,
246405,246406,5,5,15,0,2019,8,20,6,2,5,3,0,1,0,0,0,0,0,"406113,489298013970000","5757492,658656243200000",7.633580199000051,51.96019376000004,1,Unfallorte2019_LinRef.csv,
246462,246463,5,5,15,0,2019,8,0,7,3,6,4,2,0,1,1,0,0,0,"405447,029000000100000","5757666,361000003300000",7.623835764000035,51.961642133000055,1,Unfallorte2019_LinRef.csv,
246569,246570,5,5,15,0,2019,8,11,5,2,8,1,0,1,0,0,0,0,0,"400518,361156403090000","5756313,913224251900000",7.552517540000054,51.94862608900007,0,Unfallorte2019_LinRef.csv,
246641,246642,5,5,15,0,2019,8,10,4,3,5,3,0,1,0,0,0,0,0,"403741,242193545210000","5755467,216614913200000",7.599632932000077,51.94158275400008,0,Unfallorte2019_LinRef.csv,
246714,246715,5,5,15,0,2019,8,15,5,3,6,4,0,1,0,1,0,0,0,"403536,499949340710000","5762052,810101321000000",7.59480469600004,52.00074058300004,0,Unfallorte2019_LinRef.csv,
246873,246874,5,5,15,0,2019,8,17,3,3,2,2,0,1,0,0,0,0,0,"405902,829519827850000","5757238,719814017400000",7.630584773000066,51.957875631000036,0,Unfallorte2019_LinRef.csv,
246874,246875,5,5,15,0,2019,8,16,3,3,0,1,0,1,0,0,0,0,0,"403495,367562281900000","5759207,580088499900000",7.595006373000047,51.97515974000004,0,Unfallorte2019_LinRef.csv,
246875,246876,5,5,15,0,2019,8,17,3,2,6,4,0,1,0,1,0,0,0,"398354,984080891120000","5753625,763187388000000",7.521845430000042,51.924073718000045,1,Unfallorte2019_LinRef.csv,
246928,246929,5,5,15,0,2019,8,14,2,3,1,6,0,0,1,0,0,0,0,"405849,981196225620000","5754437,037586234500000",7.630583166000065,51.93268384700008,0,Unfallorte2019_LinRef.csv,
246960,246961,5,5,15,0,2019,8,16,2,3,2,6,0,0,1,0,0,0,0,"401255,396000001580000","5758647,356000000600000",7.562567161000061,51.96973084600006,0,Unfallorte2019_LinRef.csv,
246961,246962,5,5,15,0,2019,8,15,2,3,3,2,0,1,0,0,0,0,0,"406112,864000000060000","5757493,589000003400000",7.633570847000044,51.96020201700003,0,Unfallorte2019_LinRef.csv,
246962,246963,5,5,15,0,2019,8,22,2,3,9,7,2,1,0,1,0,0,0,"401218,984819910490000","5758540,942467773300000",7.562067919000072,51.96876791300008,0,Unfallorte2019_LinRef.csv,
247181,247182,5,5,15,0,2019,8,20,6,3,5,7,1,1,1,0,0,0,0,"405210,361912852150000","5757221,633220521700000",7.620515011000066,51.95760443700004,0,Unfallorte2019_LinRef.csv,
247182,247183,5,5,15,0,2019,8,9,6,3,5,2,0,1,1,0,0,0,0,"405164,439089749940000","5756901,175906611600000",7.619935355000052,51.95471620300003,0,Unfallorte2019_LinRef.csv,
247224,247225,5,5,15,0,2019,8,7,2,3,5,2,0,1,1,0,0,0,0,"409076,370806810450000","5752864,299980823000000",7.677912910000032,51.91908347300006,0,Unfallorte2019_LinRef.csv,
247361,247362,5,5,15,0,2019,8,16,4,3,3,6,0,1,0,0,0,0,1,"401555,745720622130000","5758914,799599710900000",7.566861198000026,51.972187957000074,0,Unfallorte2019_LinRef.csv,
247363,247364,5,5,15,0,2019,8,0,4,3,5,7,2,1,1,0,0,0,0,"405572,788563166750000","5755964,362370241400000",7.626133271000072,51.94636519200003,1,Unfallorte2019_LinRef.csv,
247364,247365,5,5,15,0,2019,8,16,4,3,1,5,0,1,1,0,0,0,0,"407157,448180687610000","5758049,197175862300000",7.64861888400003,51.96537151700005,0,Unfallorte2019_LinRef.csv,
247440,247441,5,5,15,0,2019,8,12,3,3,5,2,0,1,1,0,0,0,0,"405208,894000000320000","5757219,747000003200000",7.620494175000033,51.95758723200004,0,Unfallorte2019_LinRef.csv,
247441,247442,5,5,15,0,2019,8,16,3,2,9,7,0,0,0,0,1,0,0,"405927,465607935560000","5756571,021500213100000",7.631126003000077,51.95187822100007,0,Unfallorte2019_LinRef.csv,
247632,247633,5,5,15,0,2019,8,18,7,3,6,4,0,1,1,1,0,0,0,"406605,544505884870000","5757160,925128061300000",7.64082955400005,51.95729484700007,0,Unfallorte2019_LinRef.csv,
247633,247634,5,5,15,0,2019,8,5,7,3,4,2,1,1,0,0,0,0,0,"404331,837999999520000","5756212,126000003900000",7.608014853000043,51.94838015400006,0,Unfallorte2019_LinRef.csv,
247724,247725,5,5,15,0,2019,9,10,2,3,5,6,0,1,0,0,0,0,0,"406331,782999999820000","5757755,482000000800000",7.636684587000048,51.96259295800007,0,Unfallorte2019_LinRef.csv,
247733,247734,5,5,15,0,2019,9,18,2,3,6,4,0,0,1,1,0,0,0,"406916,541240278630000","5755807,267927678300000",7.645720764000032,51.94517962100008,0,Unfallorte2019_LinRef.csv,
247737,247738,5,5,15,0,2019,9,15,2,3,5,3,0,1,1,0,0,0,0,"404773,779545411470000","5759766,102466477100000",7.613457616000062,51.98040047900008,0,Unfallorte2019_LinRef.csv,
247802,247803,5,5,15,0,2019,9,7,5,2,3,2,0,1,0,0,0,0,0,"404929,067377641800000","5758084,687903273900000",7.616183694000029,51.96531388900007,0,Unfallorte2019_LinRef.csv,
247803,247804,5,5,15,0,2019,9,9,5,3,0,7,0,0,1,0,1,0,0,"404929,976292097940000","5760442,566513288800000",7.615543720000062,51.98650752900005,0,Unfallorte2019_LinRef.csv,
247873,247874,5,5,15,0,2019,9,9,4,2,5,3,0,1,1,0,0,0,0,"403731,569873829370000","5761797,676032837500000",7.597717051000075,51.99848122900005,0,Unfallorte2019_LinRef.csv,
248081,248082,5,5,15,0,2019,9,12,2,2,6,4,0,0,1,1,0,0,0,"410129,283000000750000","5752193,635000001600000",7.693393618000073,51.91322597200008,0,Unfallorte2019_LinRef.csv,
248167,248168,5,5,15,0,2019,9,22,7,3,6,7,2,0,1,1,0,0,0,"406504,668138939890000","5756435,380915343800000",7.639559362000057,51.95075634700004,0,Unfallorte2019_LinRef.csv,
248168,248169,5,5,15,0,2019,9,0,7,3,0,1,2,1,0,0,0,0,0,"405702,332999999630000","5757900,534000000000000",7.627486117000046,51.96379034100005,0,Unfallorte2019_LinRef.csv,
248247,248248,5,5,15,0,2019,9,14,6,3,0,5,0,1,0,0,0,1,0,"405954,697183314710000","5757762,931975700000000",7.631195855000044,51.962596262000034,0,Unfallorte2019_LinRef.csv,
248248,248249,5,5,15,0,2019,9,10,6,2,3,6,0,1,1,0,0,0,0,"402146,711947721430000","5758466,863399466500000",7.575589207000064,51.96826617200003,0,Unfallorte2019_LinRef.csv,
248324,248325,5,5,15,0,2019,9,15,5,3,6,4,0,0,1,1,0,0,0,"404459,856877970510000","5758990,506799006800000",7.609104132000027,51.97337526800004,0,Unfallorte2019_LinRef.csv,
248325,248326,5,5,15,0,2019,9,13,5,3,2,7,0,0,1,0,1,0,0,"405538,579644045790000","5758925,297382347300000",7.624821461000067,51.972973540000055,0,Unfallorte2019_LinRef.csv,
248326,248327,5,5,15,0,2019,9,15,5,3,6,4,0,1,0,1,0,0,0,"405466,695968887770000","5757550,089476482900000",7.624153917000058,51.96060037900003,0,Unfallorte2019_LinRef.csv,
248422,248423,5,5,15,0,2019,9,19,4,3,0,5,1,1,0,0,0,0,1,"407647,214484248310000","5755381,514449913100000",7.656462579000049,51.94147448700005,1,Unfallorte2019_LinRef.csv,
248423,248424,5,5,15,0,2019,9,15,4,3,5,3,0,0,1,0,0,0,0,"406425,961491718890000","5751477,851491406600000",7.639762505000022,51.906182210000054,0,Unfallorte2019_LinRef.csv,
248424,248425,5,5,15,0,2019,9,15,4,3,2,2,0,1,0,0,0,0,1,"405620,842922703360000","5757058,862431617500000",7.626531646000046,51.956211204000056,0,Unfallorte2019_LinRef.csv,
248425,248426,5,5,15,0,2019,9,16,4,3,0,7,0,0,1,0,1,0,0,"406233,350351955740000","5760118,565588735000000",7.634606799000039,51.98381681300003,1,Unfallorte2019_LinRef.csv,
248481,248482,5,5,15,0,2019,9,12,6,3,2,6,0,1,1,0,0,0,0,"404865,010046359150000","5754412,476958392200000",7.616267992000076,51.93229559000008,0,Unfallorte2019_LinRef.csv,
248509,248510,5,5,15,0,2019,9,15,3,3,5,2,0,1,1,0,0,0,0,"407071,815041758120000","5758349,409738559300000",7.647291565000046,51.96805566900008,0,Unfallorte2019_LinRef.csv,
248526,248527,5,5,15,0,2019,9,14,3,3,1,6,0,0,1,0,1,0,0,"406238,109000000170000","5757692,811999999000000",7.635338714000056,51.96201386100006,1,Unfallorte2019_LinRef.csv,
248527,248528,5,5,15,0,2019,9,7,3,3,5,3,0,1,1,0,0,0,0,"406409,190364121460000","5756529,895987397100000",7.638144760000046,51.95158983700003,0,Unfallorte2019_LinRef.csv,
248528,248529,5,5,15,0,2019,9,13,3,3,8,7,0,1,0,0,0,0,0,"410634,435000001450000","5760696,883000001300000",7.698524662000068,51.98974053200004,1,Unfallorte2019_LinRef.csv,
248529,248530,5,5,15,0,2019,9,15,3,3,4,7,0,1,0,0,0,0,0,"405904,056153533980000","5760101,440464038400000",7.629817924000065,51.98360720800008,0,Unfallorte2019_LinRef.csv,
248581,248582,5,5,15,0,2019,9,11,2,3,5,3,0,0,1,0,0,0,0,"404653,143381946720000","5753731,839369718000000",7.613375972000029,51.92614147000006,1,Unfallorte2019_LinRef.csv,
248657,248658,5,5,15,0,2019,9,12,1,3,6,1,0,0,1,1,0,0,0,"410617,094300002790000","5758121,983699999700000",7.698942935000048,51.96659282000007,0,Unfallorte2019_LinRef.csv,
248779,248780,5,5,15,0,2019,9,17,6,3,5,3,0,0,1,0,0,0,0,"405611,947000001560000","5751640,121000003100000",7.627888794000057,51.90750344600008,0,Unfallorte2019_LinRef.csv,
248780,248781,5,5,15,0,2019,9,15,6,3,0,3,0,1,1,0,0,0,0,"401302,271857823250000","5758734,863962164100000",7.563224146000039,51.97052570900007,0,Unfallorte2019_LinRef.csv,
248781,248782,5,5,15,0,2019,9,7,6,3,3,6,0,1,0,0,0,0,1,"405253,900564612820000","5757277,914958359700000",7.621132913000054,51.95811774100008,0,Unfallorte2019_LinRef.csv,
248883,248884,5,5,15,0,2019,9,19,5,3,2,6,0,1,1,0,0,0,0,"405620,803639200520000","5757058,201713722200000",7.626531256000021,51.95620525800007,0,Unfallorte2019_LinRef.csv,
249041,249042,5,5,15,0,2019,9,12,3,3,5,7,0,1,1,0,0,0,0,"404543,218788222410000","5759313,303615106300000",7.610227566000049,51.97629100300003,0,Unfallorte2019_LinRef.csv,
249092,249093,5,5,15,0,2019,9,16,2,3,0,2,0,1,0,0,0,0,0,"406210,307320639490000","5757436,308135060600000",7.635004238000022,51.959703595000065,0,Unfallorte2019_LinRef.csv,
249093,249094,5,5,15,0,2019,9,17,2,3,0,7,0,0,0,1,0,0,1,"405912,032384054740000","5757230,819077178800000",7.630720826000072,51.95780617300005,0,Unfallorte2019_LinRef.csv,
249173,249174,5,5,15,0,2019,9,13,1,3,5,3,0,0,1,0,0,0,0,"411411,115328492600000","5760405,834221685300000",7.709907920000035,51.98724880800006,0,Unfallorte2019_LinRef.csv,
249232,249233,5,5,15,0,2019,9,19,7,3,5,3,1,1,1,0,0,0,0,"403011,313718083310000","5758689,857926718900000",7.58810771900005,51.97042204300004,0,Unfallorte2019_LinRef.csv,
249233,249234,5,5,15,0,2019,9,15,7,3,2,6,0,0,1,0,0,0,0,"399371,611897799190000","5756988,578976217700000",7.535640363000027,51.95448377500003,0,Unfallorte2019_LinRef.csv,
249388,249389,5,5,15,0,2019,9,19,5,3,0,7,0,1,1,0,0,0,0,"407103,263178099880000","5758416,130252815800000",7.647731149000038,51.96866064300008,0,Unfallorte2019_LinRef.csv,
249389,249390,5,5,15,0,2019,9,7,5,2,0,7,1,1,0,0,0,0,0,"407088,145628007130000","5758391,460129590700000",7.647517830000027,51.968436369000074,1,Unfallorte2019_LinRef.csv,
249480,249481,5,5,15,0,2019,9,18,6,3,0,1,1,1,0,0,0,0,0,"399225,352986459620000","5756498,165930045800000",7.533656545000042,51.95004941700006,0,Unfallorte2019_LinRef.csv,
249483,249484,5,5,15,0,2019,9,15,4,3,5,3,0,1,1,0,0,0,0,"405050,047683762390000","5758360,130532901700000",7.617867915000034,51.96781035200007,0,Unfallorte2019_LinRef.csv,
249484,249485,5,5,15,0,2019,9,8,6,3,0,3,0,1,1,0,0,0,0,"408831,086842614230000","5755968,713690251100000",7.673524685000075,51.946947858000044,0,Unfallorte2019_LinRef.csv,
249485,249486,5,5,15,0,2019,9,7,4,3,4,3,0,0,1,0,1,0,0,"406163,467816757040000","5752396,851222068100000",7.635697607000054,51.91439852700006,1,Unfallorte2019_LinRef.csv,
249493,249494,5,5,15,0,2019,9,16,6,3,0,5,0,1,1,0,0,0,0,"405119,137601585130000","5758131,192463327200000",7.61893656500007,51.96576436400005,0,Unfallorte2019_LinRef.csv,
249616,249617,5,5,15,0,2019,10,7,3,3,6,4,0,0,1,1,0,0,0,"407571,957898655910000","5757859,580852711600000",7.654701565000039,51.963736218000065,1,Unfallorte2019_LinRef.csv,
249617,249618,5,5,15,0,2019,10,17,3,3,5,3,0,1,1,0,0,0,0,"401220,869148833680000","5758559,638018995500000",7.562089961000027,51.968936287000076,1,Unfallorte2019_LinRef.csv,
249704,249705,5,5,15,0,2019,9,16,2,3,2,7,0,1,0,0,0,0,0,"404246,802526764570000","5758440,522966969800000",7.60615683900005,51.96839515800008,1,Unfallorte2019_LinRef.csv,
249800,249801,5,5,15,0,2019,9,15,7,2,5,2,0,1,1,0,0,0,0,"405102,611481679600000","5757684,229910802100000",7.618819599000062,51.96174406500006,0,Unfallorte2019_LinRef.csv,
249875,249876,5,5,15,0,2019,10,1,1,3,0,1,2,1,0,0,0,0,0,"406095,607554780320000","5757509,472507458200000",7.633315433000064,51.960341871000026,0,Unfallorte2019_LinRef.csv,
249908,249909,5,5,15,0,2019,10,6,7,3,1,1,0,0,1,0,0,0,0,"408400,225837177600000","5760765,380087928800000",7.665977880000071,51.98999224700003,0,Unfallorte2019_LinRef.csv,
249909,249910,5,5,15,0,2019,10,16,7,3,1,7,0,1,1,0,0,0,0,"403816,323902715000000","5754367,614325098700000",7.601032351000072,51.93171210400004,0,Unfallorte2019_LinRef.csv,
